City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
341,Comarapa,BO,-17.9,-64.48,65.21,86,76,4.88,broken clouds
342,Hanzhong,CN,33.07,107.03,61.83,69,98,0.6,overcast clouds
343,Altamira,BR,-3.2,-52.21,82.49,60,6,2.75,clear sky
344,Hobyo,SO,5.35,48.53,79.18,83,1,7.65,clear sky
345,Codrington,AU,-38.27,141.97,54.07,67,1,18.28,clear sky
346,Barrhead,GB,55.8,-4.39,48.99,81,84,17.22,moderate rain
347,Lahaina,US,20.88,-156.68,93.2,58,20,5.82,few clouds
348,Katsuura,JP,35.13,140.3,61.0,67,75,5.82,broken clouds
349,Athabasca,CA,54.72,-113.29,27.32,82,65,9.4,broken clouds
350,Kokopo,PG,-4.35,152.26,84.85,65,90,2.28,light rain
351,Nazret,ET,8.55,39.27,60.28,38,0,6.93,clear sky
352,Obo,CF,5.4,26.49,69.91,96,100,3.04,moderate rain
353,Itarema,BR,-2.92,-39.92,80.01,78,39,16.24,scattered clouds
354,Lorengau,PG,-2.02,147.27,84.4,73,100,5.23,light rain
355,Adeje,ES,28.12,-16.73,70.0,60,20,13.87,few clouds
356,Guadalupe Victoria,MX,32.29,-115.11,80.01,27,5,29.97,dust
357,Akyab,MM,20.15,92.9,78.31,86,4,5.86,clear sky
358,La Rioja,ES,42.25,-2.5,51.01,87,20,5.82,few clouds
359,Were Ilu,ET,10.6,39.43,45.46,61,0,5.61,clear sky
360,Necochea,AR,-38.55,-58.74,55.99,91,100,8.99,overcast clouds
361,Lusambo,CD,-4.97,23.45,71.1,96,100,1.9,overcast clouds
362,Qasigiannguit,GL,68.82,-51.19,12.2,61,81,2.24,broken clouds
363,Hervey Bay,AU,-25.3,152.85,82.0,69,40,13.87,scattered clouds
364,Lodja,CD,-3.48,23.43,69.69,97,100,0.47,light rain
365,Jose Bonifacio,BR,-21.05,-49.69,80.53,64,71,4.25,broken clouds
366,Sal Rei,CV,16.18,-22.92,80.6,69,75,23.04,broken clouds
367,Broken Hill,AU,-31.95,141.43,50.0,71,40,19.46,scattered clouds
368,Kavieng,PG,-2.57,150.8,82.96,75,100,8.93,moderate rain
369,Cerknica,SI,45.79,14.36,55.0,91,63,7.36,broken clouds
370,Kintampo,GH,8.06,-1.73,76.73,63,15,4.27,few clouds
371,Petropavlovsk-Kamchatskiy,RU,53.05,158.65,41.0,100,90,4.47,light intensity shower rain
372,Zyryanka,RU,65.75,150.85,16.25,95,96,3.06,overcast clouds
373,Sola,VU,-13.88,167.55,77.0,94,90,5.82,light intensity shower rain
374,Sobolevo,RU,54.43,31.9,42.85,93,57,4.52,broken clouds
375,Kutiyana,IN,21.62,69.98,78.87,62,0,6.13,clear sky
376,Vagur,FO,61.47,-6.81,48.83,84,31,17.05,scattered clouds
377,Boyolangu,ID,-8.12,111.89,77.13,87,100,1.99,light rain
378,Gushikawa,JP,26.35,127.87,71.01,82,1,8.05,clear sky
379,Redmond,US,47.67,-122.12,48.0,53,26,7.16,scattered clouds
380,Amapa,BR,1.0,-52.0,74.32,91,53,3.18,light rain
381,Bembereke,BJ,10.23,2.66,73.13,40,22,2.95,few clouds
382,Mattru,SL,7.62,-11.83,74.41,95,4,2.37,clear sky
383,Alofi,NU,-19.06,-169.92,77.0,83,90,13.87,overcast clouds
384,Camacha,PT,33.08,-16.33,68.0,77,40,9.17,scattered clouds
385,Seymchan,RU,62.88,152.43,23.68,96,100,6.8,light snow
386,Luorong,CN,24.41,109.61,65.12,85,89,3.56,overcast clouds
387,Mareeba,AU,-17.0,145.43,86.0,61,35,5.82,scattered clouds
388,Coolum Beach,AU,-26.53,153.1,81.0,70,12,3.0,few clouds
389,Half Moon Bay,US,37.46,-122.43,69.8,59,20,6.93,few clouds
390,Cabo San Lucas,MX,22.89,-109.91,89.01,55,20,12.75,few clouds
391,Gazli,UZ,40.13,63.45,48.51,49,0,6.26,clear sky
392,Dwarka,IN,22.24,68.97,81.32,63,0,8.08,clear sky
393,Romny,UA,50.75,33.47,46.17,90,92,3.06,overcast clouds
394,Heihe,CN,50.24,127.49,24.8,85,0,0.78,clear sky
395,Norrtalje,SE,59.76,18.7,54.0,89,100,7.0,light rain
396,Hermosillo,MX,29.07,-110.97,88.0,36,41,11.01,scattered clouds
397,Natal,BR,-5.79,-35.21,78.8,83,40,6.93,scattered clouds
398,Srednekolymsk,RU,67.45,153.68,12.54,91,38,0.69,scattered clouds
399,Hay River,CA,60.82,-115.8,28.4,58,75,10.29,broken clouds
400,Forssa,FI,60.81,23.62,48.99,96,100,3.0,overcast clouds
401,Urumqi,CN,43.8,87.6,37.4,69,0,4.47,clear sky
402,Ahipara,NZ,-35.17,173.17,68.9,64,3,6.2,clear sky
403,Ganzhou,CN,28.82,115.43,62.13,65,100,3.09,overcast clouds
404,Emerald,AU,-23.53,148.17,75.0,68,40,11.41,scattered clouds
405,Port Macquarie,AU,-31.43,152.92,66.2,77,40,11.41,scattered clouds
406,Saint-Georges,GD,12.06,-61.75,84.2,74,20,16.11,few clouds
407,Ostersund,SE,63.18,14.64,41.0,86,0,5.82,clear sky
408,Dzaoudzi,YT,-12.79,45.27,77.0,83,0,8.05,clear sky
409,Brae,GB,60.4,-1.35,50.0,81,75,19.46,light rain
410,Sisimiut,GL,66.94,-53.67,20.52,86,96,9.6,overcast clouds
411,Evanston,US,42.04,-87.69,46.0,70,90,13.87,overcast clouds
412,Salym,RU,60.06,71.48,27.03,99,92,6.51,overcast clouds
413,Carmo Do Paranaiba,BR,-19.0,-46.32,66.0,100,10,4.52,light rain
414,San Carlos,VE,9.66,-68.58,76.68,89,59,1.97,moderate rain
415,Muros,ES,42.78,-9.06,48.0,93,99,1.99,light rain
416,Tazovskiy,RU,67.47,78.7,5.43,95,0,7.85,clear sky
417,Nyurba,RU,63.28,118.33,16.97,89,100,9.71,overcast clouds
418,Trelew,AR,-43.25,-65.31,64.58,26,22,13.4,few clouds
419,Ruwi,OM,23.6,58.55,69.8,73,0,2.24,clear sky
420,Oriximina,BR,-1.77,-55.87,86.32,51,15,2.19,few clouds
421,Arona,ES,28.1,-16.68,70.0,60,20,13.87,few clouds
422,Talas,TR,38.69,35.55,46.4,49,0,3.36,clear sky
423,Otofuke,JP,42.99,143.2,44.6,75,20,5.82,few clouds
424,Komsomolskiy,UZ,40.43,71.72,46.4,49,0,6.93,clear sky
425,Pangkalanbuun,ID,-2.68,111.62,75.72,94,100,2.62,light rain
426,Dalby,AU,-27.18,151.27,71.01,62,1,7.0,clear sky
427,Da Nang,VN,16.07,108.22,73.4,94,75,2.24,broken clouds
428,Aquidaba,BR,-10.28,-37.02,73.33,86,58,13.0,broken clouds
429,Bambanglipuro,ID,-7.95,110.28,78.44,87,100,7.4,light rain
430,Kenai,US,60.55,-151.26,37.4,93,90,24.16,moderate rain
431,Raudeberg,NO,61.99,5.14,48.0,81,49,22.32,light rain
432,Tacna,PE,-18.01,-70.25,64.4,77,40,12.75,scattered clouds
433,Lagoa,PT,39.05,-27.98,63.95,62,63,1.66,broken clouds
434,Benguela,AO,-12.58,13.41,74.5,80,86,5.57,overcast clouds
435,Tommot,RU,58.96,126.29,24.31,93,100,2.51,overcast clouds
436,Lae,PG,-6.72,146.98,75.2,88,40,4.7,scattered clouds
437,Labuhan,ID,-6.88,112.21,79.38,83,97,8.66,overcast clouds
438,Ketou,BJ,7.36,2.6,75.6,86,85,3.94,overcast clouds
439,Sabang,ID,5.89,95.32,82.33,73,100,15.66,overcast clouds
440,Te Anau,NZ,-45.42,167.72,49.21,69,99,4.03,overcast clouds
441,Pavilosta,LV,56.89,21.19,51.8,93,68,9.17,broken clouds
442,Daru,PG,-9.08,143.21,82.65,74,54,7.0,broken clouds
443,Kruisfontein,ZA,-34.0,24.73,61.0,96,100,1.01,light rain
444,Yenagoa,NG,4.92,6.26,75.67,92,61,1.72,broken clouds
445,Ambulu,ID,-8.35,113.61,77.32,88,84,2.71,broken clouds
446,Adre,TD,13.47,22.2,74.08,22,22,11.36,few clouds
447,Esna,EG,25.29,32.55,73.4,49,0,13.02,clear sky
448,Khandbari,NP,27.37,87.2,64.15,64,34,3.06,scattered clouds
449,Havoysund,NO,71.0,24.66,33.8,80,75,43.62,broken clouds
450,Yeppoon,AU,-23.13,150.73,78.8,78,75,6.93,broken clouds
451,Moses Lake,US,47.13,-119.28,41.0,21,1,8.05,clear sky
452,Dingle,PH,11.0,122.67,75.81,90,100,15.82,light rain
453,Panjab,AF,34.39,67.02,24.04,76,0,2.33,clear sky
454,Torrijos,ES,39.98,-4.28,55.99,72,100,23.09,overcast clouds
455,Mier,MX,26.43,-99.15,88.0,66,1,3.0,clear sky
456,Whitehorse,CA,60.72,-135.05,28.4,68,90,10.29,overcast clouds
457,Bitung,ID,1.45,125.18,75.2,88,40,8.63,scattered clouds
458,Santa Fe,AR,-31.63,-60.7,71.01,81,21,8.01,few clouds
459,Kartaly,RU,53.05,60.65,49.87,92,100,16.26,moderate rain
460,Casas Grandes,MX,30.37,-107.95,80.01,14,96,15.01,overcast clouds
461,Nizhniy Kuranakh,RU,58.84,125.49,25.61,93,100,0.49,overcast clouds
462,Samarai,PG,-10.62,150.67,82.45,78,41,8.08,scattered clouds
463,Kudymkar,RU,59.02,54.66,26.91,95,93,4.92,overcast clouds
464,Pauini,BR,-7.71,-66.98,75.83,88,99,3.67,overcast clouds
465,Stony Mountain,CA,50.09,-97.22,26.6,58,75,9.17,shower rain
466,Kiunga,PG,-6.12,141.29,77.79,91,100,2.19,overcast clouds
467,Ahuimanu,US,21.44,-157.84,84.99,74,40,9.17,scattered clouds
468,Perni,GR,41.0,24.64,60.01,93,20,3.89,few clouds
469,Severomuysk,RU,56.15,113.43,19.11,97,100,7.9,light snow
470,Pangai,TO,-19.8,-174.35,77.0,78,75,23.04,broken clouds
471,Pravia,ES,43.49,-6.15,50.0,71,40,8.05,scattered clouds
472,Haines Junction,CA,60.75,-137.51,29.84,90,100,3.11,overcast clouds
473,Denpasar,ID,-8.65,115.22,78.8,94,20,1.12,few clouds
474,Wanning,CN,18.8,110.4,77.34,91,100,11.56,moderate rain
475,San Juan Del Sur,NI,11.25,-85.87,82.4,78,40,11.32,scattered clouds
476,Mutis,CO,6.23,-77.4,78.71,81,83,3.78,broken clouds
477,Tiarei,PF,-17.53,-149.33,84.2,70,40,4.7,shower rain
478,Huallanca,PE,-9.9,-76.94,52.93,63,98,1.68,light rain
479,Cairns,AU,-16.92,145.77,86.0,61,15,5.82,few clouds
480,Portage,US,41.17,-81.2,48.0,70,90,4.7,overcast clouds
481,Mugur-Aksy,RU,50.35,90.5,18.19,74,70,5.97,broken clouds
482,Aranjuez,ES,40.03,-3.6,55.99,72,100,20.02,overcast clouds
483,Znamenskoye,RU,57.13,73.83,33.91,98,99,4.97,overcast clouds
484,Ialibu,PG,-6.28,143.99,67.1,65,99,2.13,overcast clouds
485,Bushenyi,UG,-0.59,30.21,61.27,98,100,2.59,moderate rain
486,Makakilo City,US,21.35,-158.09,84.2,70,1,11.41,clear sky
487,Tigre,AR,-34.43,-58.58,69.8,94,75,4.7,light rain
488,Egvekinot,RU,66.32,-179.17,23.04,94,0,3.89,clear sky
489,Alice Town,BS,25.72,-79.3,78.46,83,100,14.29,overcast clouds
490,Liusha,CN,27.21,108.59,56.52,89,100,1.97,overcast clouds
491,Arlit,NE,18.74,7.39,78.13,17,0,10.16,clear sky
492,Whyalla,AU,-33.03,137.58,53.6,50,90,10.29,overcast clouds
493,Cockburn Town,TC,21.46,-71.14,84.2,74,75,12.75,broken clouds
494,Wawa,NG,9.9,4.42,76.82,54,59,2.75,broken clouds
495,Amazar,RU,53.86,120.88,29.64,95,100,2.06,overcast clouds
496,Honiara,SB,-9.43,159.95,84.2,79,75,3.36,broken clouds
497,Muscat,OM,23.61,58.59,69.8,73,0,2.24,clear sky
498,Rawson,AR,-43.3,-65.1,60.51,33,28,4.25,scattered clouds
499,Sao Joao Da Barra,BR,-21.64,-41.05,72.57,85,100,9.86,overcast clouds
500,Mount Gambier,AU,-37.83,140.77,55.4,58,2,21.92,clear sky
501,Kirando,TZ,-7.42,30.6,77.77,58,27,5.46,scattered clouds
502,Usinsk,RU,65.99,57.53,19.27,97,85,8.41,overcast clouds
503,Cap Malheureux,MU,-19.98,57.61,73.0,78,64,7.0,broken clouds
504,Borzya,RU,50.38,116.52,28.69,96,58,3.8,broken clouds
505,Matagami,CA,49.75,-77.63,24.8,92,20,1.3,few clouds
506,Mitu,CO,1.2,-70.17,76.6,89,100,2.01,overcast clouds
507,Kochevo,RU,59.6,54.31,27.1,97,96,1.92,overcast clouds
508,Ploemeur,FR,47.73,-3.43,48.99,81,20,6.93,few clouds
509,Calolbon,PH,13.6,124.1,81.14,83,100,21.74,light rain
510,Palmer,US,42.16,-72.33,48.2,74,75,4.7,broken clouds
511,Binghamton,US,42.1,-75.92,48.0,45,90,3.62,overcast clouds
512,Northam,GB,51.03,-4.22,51.01,87,32,14.0,scattered clouds
513,Boguchany,RU,58.38,97.45,23.68,92,61,3.76,broken clouds
514,Piranhas,BR,-16.43,-51.82,78.4,73,92,1.25,light rain
515,Fonte Boa,BR,-2.5,-66.27,76.06,95,100,3.6,overcast clouds
516,Muisne,EC,0.6,-80.03,75.33,83,97,8.37,overcast clouds
517,Bodden Town,KY,19.28,-81.25,82.99,83,20,11.41,few clouds
518,Domoni,KM,-12.26,44.53,76.41,80,0,5.73,clear sky
519,Bongandanga,CD,1.5,21.05,70.75,98,83,1.28,broken clouds
520,Helena,US,46.59,-112.04,18.0,56,1,6.93,clear sky
521,Mumbwa,ZM,-14.98,27.06,72.01,35,0,6.58,clear sky
522,Sturgeon Falls,CA,46.36,-79.93,37.99,69,90,6.93,overcast clouds
523,Chumikan,RU,54.72,135.31,29.43,88,0,19.04,clear sky
524,Bilibino,RU,68.05,166.44,18.88,94,99,2.19,overcast clouds
525,San Policarpo,PH,12.18,125.51,81.1,81,100,15.86,moderate rain
526,Shirochanka,RU,46.65,38.4,57.38,71,99,12.95,overcast clouds
527,Corrente,BR,-3.74,-43.34,79.66,73,99,5.5,overcast clouds
528,Karachi,PK,24.91,67.08,64.4,72,0,4.7,smoke
529,Chaiyaphum,TH,15.75,102.0,70.95,76,99,5.79,light rain
530,Walvis Bay,NA,-22.96,14.51,57.99,87,0,8.05,clear sky
531,Palma Di Montechiaro,IT,37.19,13.77,55.99,77,0,5.75,clear sky
532,North Bend,US,43.41,-124.22,55.4,32,1,13.87,clear sky
533,Meadow Lake,US,34.8,-106.54,75.0,18,75,21.92,broken clouds
534,Ocos,GT,14.51,-92.19,86.0,84,75,4.7,broken clouds
535,Syracuse,IT,37.09,15.28,60.01,87,0,5.82,clear sky
536,Alim,PH,9.56,122.49,78.03,87,100,15.52,moderate rain
537,Kamaishi,JP,39.27,141.88,48.2,100,75,2.24,mist
538,Kibungo,RW,-2.16,30.54,68.0,82,75,6.93,broken clouds
539,Mosquera,CO,4.71,-74.23,59.0,87,75,6.93,light intensity drizzle
540,Isangel,VU,-19.55,169.27,80.6,74,75,5.82,broken clouds
541,Tulare,US,36.27,-118.8,70.0,71,74,6.49,broken clouds
542,Tocantins,BR,-10.5,-48.0,82.4,74,40,2.24,thunderstorm
543,The Pas,CA,53.83,-101.25,28.4,58,90,10.29,overcast clouds
544,Wewak,PG,-3.55,143.63,81.77,79,100,8.05,light rain
545,Dadri,IN,28.57,77.55,64.4,63,0,2.95,haze
546,Minuri,PH,16.54,121.86,75.56,92,100,3.98,heavy intensity rain
547,Astana,KZ,51.18,71.45,42.8,70,0,17.9,light rain
548,Sobrance,SK,48.74,22.18,55.4,100,90,6.93,light intensity drizzle
549,Waingapu,ID,-9.66,120.26,80.46,71,100,5.79,overcast clouds
550,Benghazi,LY,32.12,20.07,72.61,75,56,7.83,broken clouds
551,Angoram,PG,-4.06,144.07,78.19,90,99,4.61,light rain
552,Ulaanbaatar,MN,47.91,106.88,21.2,73,40,13.42,light snow
553,Salalah,OM,17.02,54.09,75.2,60,0,5.82,clear sky
554,Santo Tomas,PH,14.11,121.14,79.0,94,90,10.29,moderate rain
555,Mogocha,RU,53.73,119.77,28.38,96,100,1.43,overcast clouds
556,Leningradskiy,RU,69.38,178.42,24.51,90,68,5.41,broken clouds
557,Pyapon,MM,16.28,95.68,75.7,87,83,1.88,broken clouds
558,Pisco,PE,-13.7,-76.22,68.0,68,0,19.46,clear sky
559,Buraydah,SA,26.33,43.98,64.4,25,0,6.87,clear sky
560,Caidian,CN,30.58,114.03,60.8,87,100,2.24,overcast clouds
561,Presidente Olegario,BR,-18.42,-46.42,66.0,100,35,4.23,scattered clouds
562,Madaripur,BD,23.18,90.21,75.38,85,33,1.3,scattered clouds
563,Mananjary,MG,-21.22,48.33,69.3,83,5,2.17,clear sky
564,Ojinaga,MX,29.57,-104.42,93.2,9,1,10.29,clear sky
565,Puqi,CN,29.72,113.88,61.77,68,100,1.05,overcast clouds
566,Flinders,AU,-34.58,150.86,59.0,82,75,10.29,broken clouds
567,Kupino,RU,54.37,77.3,40.77,97,100,11.54,light rain
568,Anadyr,RU,64.75,177.48,23.0,92,90,4.47,light snow
569,Eureka,US,40.8,-124.16,69.01,63,0,8.55,clear sky
570,Puerto Baquerizo Moreno,EC,-0.9,-89.6,67.41,82,60,11.95,broken clouds
571,Touros,BR,-5.2,-35.46,78.8,83,40,6.93,scattered clouds
572,Phultala,BD,22.7,89.52,73.71,87,0,1.52,clear sky
573,Foggia,IT,41.45,15.53,53.6,87,5,2.24,clear sky
574,Dukat,RU,62.55,155.55,20.98,97,100,3.4,overcast clouds
575,Bubaque,GW,11.28,-15.83,83.57,81,9,12.39,clear sky
576,Naze,JP,28.37,129.48,71.6,77,75,4.7,broken clouds
577,Goundam,ML,16.41,-3.67,84.07,11,7,8.43,clear sky
578,Nyrob,RU,60.73,56.72,24.35,96,100,2.77,overcast clouds
579,Yuci,CN,37.68,112.73,41.0,80,47,0.81,mist
580,Vidim,RU,56.41,103.11,19.49,95,8,3.47,clear sky
581,Kasane,BW,-17.82,25.15,72.43,30,0,5.17,clear sky
582,Oron,NG,4.83,8.23,76.23,90,100,0.89,overcast clouds
583,Saint-Denis,FR,48.92,2.33,50.0,87,75,10.29,broken clouds
584,Tigil,RU,57.8,158.67,41.0,68,100,16.53,overcast clouds
585,Lumberton,US,34.62,-79.01,64.99,100,90,4.7,overcast clouds
586,Mauganj,IN,24.68,81.88,71.64,53,2,4.21,clear sky
587,Bontang,ID,0.13,117.5,78.06,86,100,5.66,moderate rain
588,Santa Rosa,PH,14.31,121.11,79.0,94,90,10.29,heavy intensity rain
589,Nautla,MX,20.22,-96.78,81.25,73,47,9.64,scattered clouds
590,Karratha,AU,-20.74,116.85,68.27,76,99,13.8,overcast clouds
591,Rafaela,AR,-31.25,-61.49,64.99,71,33,8.99,scattered clouds
592,Petawawa,CA,45.9,-77.33,39.2,48,40,3.47,scattered clouds
593,Los Llanos De Aridane,ES,28.66,-17.92,69.8,64,62,10.29,broken clouds
594,Lhokseumawe,ID,5.18,97.15,76.84,81,100,4.18,light rain
595,Shizuishan,CN,39.23,106.77,45.95,44,2,9.13,clear sky
596,Pilot Butte,CA,50.47,-104.42,24.01,57,90,12.75,overcast clouds
597,Byron Bay,AU,-28.65,153.62,69.01,88,90,8.05,overcast clouds
598,Lunino,RU,53.59,45.23,37.99,70,4,5.5,clear sky
599,The Valley,AI,18.22,-63.06,82.99,74,20,12.75,few clouds
600,Vestmanna,FO,62.16,-7.17,44.6,81,10,9.17,clear sky
601,Dolores,AR,-36.31,-57.68,58.78,95,100,9.51,moderate rain
602,Taloda,IN,21.57,74.22,75.24,47,0,1.36,clear sky
603,Prince Rupert,CA,54.32,-130.32,37.4,93,90,11.41,light rain
604,Mogadishu,SO,2.04,45.34,79.7,82,95,10.27,overcast clouds
605,Shelburne,CA,44.08,-80.2,42.01,60,1,4.7,clear sky
606,Manzanillo,CU,20.34,-77.12,77.97,87,100,5.64,heavy intensity rain
607,Mantua,IT,45.17,10.78,57.99,93,96,3.0,overcast clouds
608,Nelson Bay,AU,-32.72,152.15,62.01,100,90,25.28,heavy intensity rain
609,Port Lincoln,AU,-34.73,135.87,54.46,61,47,17.69,scattered clouds
610,Saint-Paul,RE,-21.01,55.27,73.4,69,0,18.34,clear sky
611,Tarauaca,BR,-8.16,-70.77,85.44,56,59,2.77,broken clouds
612,Kapoeta,SS,4.77,33.59,80.02,51,70,9.31,broken clouds
613,Taltal,CL,-25.4,-70.48,61.74,59,22,6.22,few clouds
614,Isla Vista,US,34.41,-119.86,68.0,59,90,17.22,overcast clouds
615,Grants,US,35.15,-107.85,66.2,19,75,21.92,broken clouds
616,Ca Mau,VN,9.18,105.15,75.16,94,30,3.09,scattered clouds
617,Staunton,US,38.15,-79.07,46.99,100,90,4.03,overcast clouds
618,Remedios,CU,22.49,-79.55,80.6,78,75,10.29,broken clouds
619,Izazi,TZ,-7.2,35.73,70.99,64,18,2.28,few clouds
620,Anloga,GH,5.79,0.9,75.2,94,20,11.59,few clouds
621,Tecpan,GT,14.76,-90.99,71.6,73,75,16.11,broken clouds
622,Orizona,BR,-17.03,-48.3,70.77,86,84,5.97,light rain
623,Beipiao,CN,41.79,120.78,45.43,60,80,1.66,broken clouds
624,Tondano,ID,1.3,124.91,75.2,88,40,2.98,scattered clouds
625,Yerbogachen,RU,61.28,108.01,23.43,95,100,4.0,overcast clouds
626,Anamur,TR,36.08,32.84,60.8,67,0,4.7,clear sky
627,Ulladulla,AU,-35.35,150.47,59.0,82,75,10.29,light rain
628,Benxi,CN,41.29,123.77,35.6,93,0,8.95,mist
629,Diffa,NE,13.32,12.61,82.56,23,26,9.13,scattered clouds
630,Canora,CA,51.63,-102.43,24.8,62,90,13.87,overcast clouds
631,Ust-Kuyga,RU,70.02,135.6,1.06,88,2,7.61,clear sky
632,Camocim,BR,-2.9,-40.84,80.74,75,22,16.4,few clouds
633,Russell,US,32.35,-85.2,75.2,88,90,2.95,overcast clouds
634,Quatre Cocos,MU,-20.21,57.76,73.0,88,75,9.17,shower rain
635,Coihaique,CL,-45.58,-72.07,48.2,57,75,8.05,broken clouds
636,Mersing,MY,2.43,103.84,77.0,94,47,2.24,light rain
637,Brasilia De Minas,BR,-16.21,-44.43,69.12,90,75,3.53,light rain
638,Tiverton,GB,50.9,-3.48,43.0,95,1,10.89,clear sky
639,Volgodonsk,RU,47.51,42.15,50.4,74,86,8.28,overcast clouds
640,De-Kastri,RU,51.47,140.78,36.64,80,100,21.59,overcast clouds
641,Cajazeiras,BR,-6.89,-38.56,84.99,46,16,10.04,few clouds
642,Esso,RU,55.93,158.7,33.6,90,52,2.59,broken clouds
643,Kotri,PK,25.37,68.31,76.3,28,0,6.78,clear sky
644,Werda,BW,-25.27,23.28,79.47,35,100,11.5,light rain
645,Barra,BR,-11.09,-43.14,78.21,70,89,4.63,light rain
646,Akhmeta,GE,42.03,45.21,53.6,62,0,9.17,clear sky
647,Sahbuz,AZ,39.41,45.57,51.8,57,75,4.7,broken clouds
648,Itaituba,BR,-4.28,-55.98,84.07,54,43,1.72,scattered clouds
649,Novotroitsk,RU,51.2,58.33,53.6,93,75,17.9,light rain
650,Vengerovo,RU,55.68,76.75,36.46,97,100,8.21,overcast clouds
651,Kyzyl-Mazhalyk,RU,51.13,90.6,19.33,74,78,0.04,broken clouds
652,Wad Madani,SD,14.4,33.52,83.03,22,0,6.51,clear sky
653,Tura,IN,25.52,90.22,68.58,95,1,1.97,clear sky
654,Urengoy,RU,65.97,78.37,7.3,94,0,9.93,clear sky
655,Faya,SA,18.39,42.45,60.8,17,0,1.41,clear sky
656,Pecos,US,31.42,-103.49,93.2,9,1,17.22,clear sky
657,Nicoya,CR,10.15,-85.45,78.8,94,0,3.36,light rain
658,Poum,NC,-20.23,164.02,77.23,75,12,15.21,few clouds
659,Talakan,RU,50.32,130.37,34.29,88,0,2.73,clear sky
660,Barcelona,ES,41.39,2.16,62.01,77,0,4.7,clear sky
661,Puerto Maldonado,PE,-12.6,-69.18,88.34,51,50,2.73,scattered clouds
662,Cabra,ES,37.47,-4.44,59.0,93,75,17.22,heavy intensity rain
663,Ayr,GB,55.46,-4.63,50.0,76,40,16.11,light rain
664,Agudos,BR,-22.47,-48.99,73.99,75,19,10.0,light rain
665,Behbahan,IR,30.6,50.24,62.6,42,0,2.24,clear sky
666,Kifri,IQ,34.7,44.97,68.45,21,0,9.15,clear sky
667,Riacho De Santana,BR,-13.61,-42.94,72.12,87,76,8.97,moderate rain
668,Cayenne,GF,4.93,-52.33,82.4,78,0,3.36,clear sky
669,Exeter,GB,50.72,-3.53,43.0,95,4,11.3,clear sky
670,Assai,BR,-23.37,-50.84,86.0,42,20,3.36,few clouds
671,Acajutla,SV,13.59,-89.83,78.8,88,40,2.24,light rain
672,Hohhot,CN,40.81,111.65,46.4,36,0,11.18,clear sky
673,Kahta,TR,37.79,38.62,66.2,24,0,6.93,clear sky
674,Tamandare,BR,-8.76,-35.1,77.29,81,60,10.8,broken clouds
675,Liling,CN,27.67,113.5,64.4,72,0,4.47,clear sky
676,Athens,GR,37.98,23.72,66.99,59,0,4.7,clear sky
677,Trinidad,BO,-14.83,-64.9,95.0,53,40,9.17,scattered clouds
678,Panji,ID,-7.73,114.1,79.83,70,95,4.97,overcast clouds
679,San Francisco,US,37.77,-122.42,73.4,49,20,3.36,few clouds
680,Temizhbekskaya,RU,45.45,40.84,57.56,75,88,6.73,overcast clouds
681,Henties Bay,NA,-22.12,14.28,57.99,90,0,3.0,clear sky
682,Marsh Harbour,BS,26.54,-77.06,77.14,77,100,8.05,heavy intensity rain
683,Ullal,IN,12.8,74.85,75.2,88,40,3.36,mist
684,Springville,US,40.17,-111.61,35.6,55,75,19.46,broken clouds
685,Kirakira,SB,-10.45,161.92,85.51,70,81,7.18,light rain
